,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał
2990,10 Maj 2015,18:00,14/15,Cracovia,1,1,GKS Bełchatów,1.83,3.28,4.08,Remis
2991,10 Maj 2015 - Grupa spadkowa,15:30,14/15,Podbeskidzie B-B,2,2,Zawisza Bydgoszcz,2.3,3.13,2.92,Remis
2992,09 Maj 2015,20:30,14/15,Wisła Kraków,4,1,Górnik Zabrze,2,3.2,3.57,Wygrali gospodarze
2993,09 Maj 2015,18:00,14/15,Pogoń Szczecin,1,3,Lechia Gdańsk,2.5,3.08,2.69,Wygrali goście
2994,09 Maj 2015,15:30,14/15,Legia Warszawa,1,2,Lech Poznań,2.1,3.18,3.34,Wygrali goście
2995,08 Maj 2015,20:30,14/15,Jagiellonia Białystok,1,1,Śląsk Wrocław,2.47,3.03,2.76,Remis
2996,08 Maj 2015,18:00,14/15,Korona Kielce,0,2,Ruch Chorzów,2.13,3.13,3.26,Wygrali goście
2997,29 Kwi 2015,20:30,14/15,Cracovia,3,1,GKS Bełchatów,2.08,3.1,3.41,Wygrali gospodarze
2998,29 Kwi 2015,20:30,14/15,Górnik Łęczna,1,2,Piast Gliwice,2.24,3.03,3.12,Wygrali goście
2999,29 Kwi 2015,20:30,14/15,Górnik Zabrze,2,1,Zawisza Bydgoszcz,2.1,3.1,3.34,Wygrali gospodarze
3000,29 Kwi 2015,20:30,14/15,Jagiellonia Białystok,2,0,Ruch Chorzów,2.3,3.1,2.94,Wygrali gospodarze
3001,29 Kwi 2015,20:30,14/15,Korona Kielce,3,2,Lechia Gdańsk,3,3,2.33,Wygrali gospodarze
3002,29 Kwi 2015,20:30,14/15,Legia Warszawa,2,1,Pogoń Szczecin,1.5,3.7,6.19,Wygrali gospodarze
3003,29 Kwi 2015,20:30,14/15,Podbeskidzie B-B,0,2,Lech Poznań,3.8,3.25,1.9,Wygrali goście
3004,29 Kwi 2015,20:30,14/15,Śląsk Wrocław,1,0,Wisła Kraków,2.35,3.03,2.93,Wygrali gospodarze
3005,26 Kwi 2015,18:00,14/15,Wisła Kraków,2,0,Korona Kielce,2.05,3.15,3.4,Wygrali gospodarze
3006,26 Kwi 2015,15:30,14/15,Lechia Gdańsk,2,0,Górnik Łęczna,1.78,3.35,4.23,Wygrali gospodarze
3007,26 Kwi 2015,13:00,14/15,Piast Gliwice,3,0,Podbeskidzie B-B,2.4,3.08,2.8,Wygrali gospodarze
3008,25 Kwi 2015,20:30,14/15,Lech Poznań,2,0,Śląsk Wrocław,1.77,3.35,4.25,Wygrali gospodarze
3009,25 Kwi 2015,18:00,14/15,GKS Bełchatów,0,0,Jagiellonia Białystok,2.58,3.08,2.61,Remis
3010,25 Kwi 2015,15:30,14/15,Pogoń Szczecin,3,1,Górnik Zabrze,2.18,3.1,3.18,Wygrali gospodarze
3011,24 Kwi 2015,20:30,14/15,Ruch Chorzów,0,0,Legia Warszawa,4.01,3.3,1.84,Remis
3012,24 Kwi 2015,18:00,14/15,Zawisza Bydgoszcz,0,3,Cracovia,2.18,3.1,3.17,Wygrali goście
3013,20 Kwi 2015,18:00,14/15,Górnik Zabrze,2,0,GKS Bełchatów,2.05,3.1,3.6,Wygrali gospodarze
3014,19 Kwi 2015,18:00,14/15,Legia Warszawa,2,0,Zawisza Bydgoszcz,1.52,3.75,5.95,Wygrali gospodarze
3015,19 Kwi 2015,15:30,14/15,Górnik Łęczna,1,1,Lech Poznań,3.65,3.22,1.95,Remis
3016,18 Kwi 2015,20:30,14/15,Cracovia,0,1,Pogoń Szczecin,2.31,3.03,3,Wygrali goście
3017,18 Kwi 2015,18:00,14/15,Jagiellonia Białystok,2,1,Piast Gliwice,2,3.2,3.5,Wygrali gospodarze
3018,18 Kwi 2015,15:30,14/15,Śląsk Wrocław,3,0,Lechia Gdańsk,2.47,3.03,2.75,Wygrali gospodarze
3019,17 Kwi 2015,20:30,14/15,Podbeskidzie B-B,2,2,Wisła Kraków,2.67,3.08,2.53,Remis
3020,17 Kwi 2015,18:00,14/15,Korona Kielce,0,0,Ruch Chorzów,2.28,3.1,2.97,Remis
3021,13 Kwi 2015,18:00,14/15,Górnik Łęczna,0,0,Podbeskidzie B-B,2.3,3.1,3.05,Remis
3022,12 Kwi 2015,18:00,14/15,Lech Poznań,1,1,Korona Kielce,1.5,3.9,6.1,Remis
3023,12 Kwi 2015,15:30,14/15,GKS Bełchatów,1,4,Zawisza Bydgoszcz,2.6,3.1,2.65,Wygrali goście
3024,11 Kwi 2015,20:30,14/15,Pogoń Szczecin,2,0,Jagiellonia Białystok,2.47,3.1,2.7,Wygrali gospodarze
3025,11 Kwi 2015,18:00,14/15,Piast Gliwice,2,0,Śląsk Wrocław,2.82,3.1,2.38,Wygrali gospodarze
3026,11 Kwi 2015,15:30,14/15,Lechia Gdańsk,1,0,Legia Warszawa,2.88,3.13,2.33,Wygrali gospodarze
3027,10 Kwi 2015,20:30,14/15,Wisła Kraków,1,1,Górnik Zabrze,2.03,3.15,3.48,Remis
3028,10 Kwi 2015,18:00,14/15,Ruch Chorzów,3,0,Cracovia,2.33,3.1,2.91,Wygrali gospodarze
3029,07 Kwi 2015,20:30,14/15,Zawisza Bydgoszcz,2,1,Pogoń Szczecin,2.3,3.08,3.02,Wygrali gospodarze
3030,06 Kwi 2015,18:00,14/15,Jagiellonia Białystok,2,2,Wisła Kraków,2.45,3.08,2.8,Remis
3031,06 Kwi 2015,15:30,14/15,Górnik Zabrze,2,2,Ruch Chorzów,2.23,3.1,3.13,Remis
3032,06 Kwi 2015,13:00,14/15,Korona Kielce,2,0,Górnik Łęczna,2.3,3.13,2.93,Wygrali gospodarze
3033,04 Kwi 2015,20:30,14/15,Legia Warszawa,2,0,Piast Gliwice,1.32,4.7,8.41,Wygrali gospodarze
3034,04 Kwi 2015,18:00,14/15,GKS Bełchatów,1,2,Lech Poznań,3.53,3.18,2,Wygrali goście
3035,04 Kwi 2015,15:30,14/15,Śląsk Wrocław,0,0,Podbeskidzie B-B,1.95,3.23,3.62,Remis
3036,04 Kwi 2015,13:00,14/15,Cracovia,3,2,Lechia Gdańsk,2.93,3.05,2.35,Wygrali gospodarze
3037,22-Mar-15,18:00,14/15,Lech Poznań,2,1,Legia Warszawa,2.53,3.1,2.7,Wygrali gospodarze
3038,22-Mar-15,15:30,14/15,Piast Gliwice,1,2,Korona Kielce,2.38,3.1,2.83,Wygrali goście
3039,22-Mar-15,15:30,14/15,Podbeskidzie B-B,1,0,Jagiellonia Białystok,2.53,3.1,2.67,Wygrali gospodarze
3040,21-Mar-15,20:30,14/15,Lechia Gdańsk,1,0,Górnik Zabrze,1.84,3.3,4.02,Wygrali gospodarze
3041,21-Mar-15,18:00,14/15,Wisła Kraków,2,1,Cracovia,1.93,3.15,3.84,Wygrali gospodarze
3042,21-Mar-15,15:30,14/15,Ruch Chorzów,1,2,Zawisza Bydgoszcz,2.25,3.1,3.02,Wygrali goście
3043,20-Mar-15,20:30,14/15,Górnik Łęczna,1,1,Śląsk Wrocław,2.69,3.05,2.58,Remis
3044,20-Mar-15,18:00,14/15,Pogoń Szczecin,3,0,GKS Bełchatów,2.18,3.08,3.21,Wygrali gospodarze
3045,16-Mar-15,18:00,14/15,GKS Bełchatów,0,1,Ruch Chorzów,2.25,3.1,3.15,Wygrali goście
3046,15-Mar-15,18:00,14/15,Legia Warszawa,2,2,Wisła Kraków,1.54,3.6,6.25,Remis
3047,15-Mar-15,15:30,14/15,Korona Kielce,2,2,Śląsk Wrocław,2.8,3.05,2.43,Remis
3048,14-Mar-15,18:00,14/15,Zawisza Bydgoszcz,1,0,Lech Poznań,3.72,3.22,1.93,Wygrali gospodarze
3049,14-Mar-15,15:30,14/15,Górnik Zabrze,3,3,Podbeskidzie B-B,2.18,3.1,3.17,Remis
3050,14-Mar-15,15:30,14/15,Jagiellonia Białystok,2,1,Górnik Łęczna,2.35,3.05,2.9,Wygrali gospodarze
3051,13-Mar-15,20:30,14/15,Pogoń Szczecin,0,1,Lechia Gdańsk,2.74,2.93,2.6,Wygrali goście
3052,13-Mar-15,18:00,14/15,Cracovia,3,1,Piast Gliwice,2.03,3.15,3.56,Wygrali gospodarze
3053,09-Mar-15,18:00,14/15,Górnik Łęczna,2,1,Cracovia,2.41,3.03,2.84,Wygrali gospodarze
3054,08-Mar-15,18:00,14/15,Śląsk Wrocław,1,3,Legia Warszawa,2.85,3.1,2.38,Wygrali goście
3055,08-Mar-15,15:30,14/15,Podbeskidzie B-B,2,2,Korona Kielce,2.38,3.08,2.85,Remis
3056,07-Mar-15,18:00,14/15,Lechia Gdańsk,1,0,GKS Bełchatów,1.79,3.33,4.28,Wygrali gospodarze
3057,07-Mar-15,15:30,14/15,Piast Gliwice,2,2,Górnik Zabrze,2.47,3.1,2.7,Remis
3058,07-Mar-15,15:30,14/15,Wisła Kraków,0,1,Zawisza Bydgoszcz,1.71,3.45,4.58,Wygrali goście
3059,06-Mar-15,20:30,14/15,Lech Poznań,2,0,Jagiellonia Białystok,1.63,3.55,5.01,Wygrali gospodarze
3060,06-Mar-15,18:00,14/15,Ruch Chorzów,2,1,Pogoń Szczecin,2.43,3.05,2.81,Wygrali gospodarze
3061,02-Mar-15,18:00,14/15,Pogoń Szczecin,0,1,Górnik Łęczna,2,3.1,3.63,Wygrali goście
3062,01-Mar-15,18:00,14/15,Legia Warszawa,3,0,Podbeskidzie B-B,1.44,4.15,6.55,Wygrali gospodarze
3063,01-Mar-15,15:30,14/15,Jagiellonia Białystok,1,2,Korona Kielce,1.85,3.25,4.09,Wygrali goście
3064,28 Lut 2015,18:00,14/15,Górnik Zabrze,3,3,Śląsk Wrocław,2.73,3,2.6,Remis
3065,28 Lut 2015,15:30,14/15,GKS Bełchatów,3,1,Wisła Kraków,2.79,2.9,2.63,Wygrali gospodarze
3066,28 Lut 2015,15:30,14/15,Zawisza Bydgoszcz,2,0,Piast Gliwice,2.6,2.98,2.7,Wygrali gospodarze
3067,27 Lut 2015,20:30,14/15,Cracovia,0,0,Lech Poznań,3.55,3.13,2.03,Remis
3068,27 Lut 2015,18:00,14/15,Ruch Chorzów,1,1,Lechia Gdańsk,2.79,2.9,2.6,Remis
3069,23 Lut 2015,18:00,14/15,Piast Gliwice,3,1,GKS Bełchatów,2.3,3,3.03,Wygrali gospodarze
3070,22 Lut 2015,18:00,14/15,Korona Kielce,0,0,Legia Warszawa,3.83,3.25,1.91,Remis
3071,22 Lut 2015,15:30,14/15,Lech Poznań,2,1,Ruch Chorzów,1.52,3.73,5.93,Wygrali gospodarze
3072,21 Lut 2015,18:00,14/15,Śląsk Wrocław,0,1,Jagiellonia Białystok,2.05,3.15,3.43,Wygrali goście
3073,21 Lut 2015,15:30,14/15,Górnik Łęczna,0,1,Górnik Zabrze,1.98,3.15,3.66,Wygrali goście
3074,21 Lut 2015,15:30,14/15,Lechia Gdańsk,0,0,Zawisza Bydgoszcz,1.53,3.7,6.2,Remis
3075,20 Lut 2015,20:30,14/15,Wisła Kraków,1,1,Pogoń Szczecin,2.1,3.13,3.31,Remis
3076,20 Lut 2015,18:00,14/15,Podbeskidzie B-B,1,1,Cracovia,2.45,3.1,2.72,Remis
3077,16 Lut 2015,18:00,14/15,Górnik Zabrze,1,1,Korona Kielce,2.05,3.18,3.4,Remis
3078,15 Lut 2015,18:00,14/15,Legia Warszawa,1,3,Jagiellonia Białystok,1.57,3.75,6.6,Wygrali goście
3079,15 Lut 2015,15:30,14/15,Cracovia,1,1,Śląsk Wrocław,2.73,3.05,2.48,Remis
3080,14 Lut 2015,18:00,14/15,Pogoń Szczecin,1,1,Lech Poznań,3.21,3.13,2.15,Remis
3081,14 Lut 2015,15:30,14/15,GKS Bełchatów,1,2,Podbeskidzie B-B,2.3,3.05,3,Wygrali goście
3082,14 Lut 2015,15:30,14/15,Ruch Chorzów,2,0,Piast Gliwice,2.3,3.05,3.03,Wygrali gospodarze
3083,13 Lut 2015,20:30,14/15,Lechia Gdańsk,1,0,Wisła Kraków,2.4,3.05,2.85,Wygrali gospodarze
3084,13 Lut 2015,18:00,14/15,Zawisza Bydgoszcz,0,0,Górnik Łęczna,2.6,3.08,2.64,Remis
3085,15 Gru 2014,18:00,14/15,Piast Gliwice,1,0,Pogoń Szczecin,2.48,3.1,2.69,Wygrali gospodarze
3086,14 Gru 2014,18:00,14/15,Górnik Łęczna,3,1,Legia Warszawa,4.18,3.33,1.79,Wygrali gospodarze
3087,14 Gru 2014,15:30,14/15,Podbeskidzie B-B,2,1,Zawisza Bydgoszcz,2.05,3.15,3.4,Wygrali gospodarze
3088,13 Gru 2014,18:00,14/15,Lech Poznań,1,0,Lechia Gdańsk,1.66,3.45,4.86,Wygrali gospodarze
3089,13 Gru 2014,15:30,14/15,Jagiellonia Białystok,1,0,Górnik Zabrze,2.28,3.1,2.97,Wygrali gospodarze
3090,13 Gru 2014,15:30,14/15,Ruch Chorzów,1,2,Wisła Kraków,2.66,3.08,2.53,Wygrali goście
3091,12 Gru 2014,20:30,14/15,Śląsk Wrocław,2,1,GKS Bełchatów,1.67,3.4,4.82,Wygrali gospodarze
3092,12 Gru 2014,18:00,14/15,Korona Kielce,1,2,Cracovia,2.38,3.1,2.83,Wygrali goście
3093,08 Gru 2014,18:00,14/15,Ruch Chorzów,2,0,Podbeskidzie B-B,2.45,3.1,2.72,Wygrali gospodarze
3094,07 Gru 2014,18:00,14/15,Wisła Kraków,1,2,Lech Poznań,2.71,3.03,2.65,Wygrali goście
3095,07 Gru 2014,15:30,14/15,Lechia Gdańsk,3,1,Piast Gliwice,1.85,3.3,3.94,Wygrali gospodarze
3096,06 Gru 2014,18:00,14/15,Cracovia,1,1,Jagiellonia Białystok,2.25,3.15,3,Remis
3097,06 Gru 2014,15:30,14/15,GKS Bełchatów,1,1,Górnik Łęczna,2.38,3.05,2.86,Remis
3098,06 Gru 2014,15:30,14/15,Pogoń Szczecin,2,0,Korona Kielce,2.13,3.13,3.28,Wygrali gospodarze
3099,05 Gru 2014,20:30,14/15,Górnik Zabrze,0,4,Legia Warszawa,3.94,3.3,1.86,Wygrali goście
3100,05 Gru 2014,18:00,14/15,Zawisza Bydgoszcz,0,1,Śląsk Wrocław,2.87,3.1,2.35,Wygrali goście
3101,01 Gru 2014,18:00,14/15,Legia Warszawa,2,0,Cracovia,1.4,4.08,7.72,Wygrali gospodarze
3102,30 Lis 2014,18:00,14/15,Śląsk Wrocław,1,1,Pogoń Szczecin,1.82,3.3,4.08,Remis
3103,30 Lis 2014,15:30,14/15,Lech Poznań,3,0,Górnik Zabrze,1.6,3.58,5.15,Wygrali gospodarze
3104,29 Lis 2014,18:00,14/15,Korona Kielce,2,0,GKS Bełchatów,2.38,3.08,2.85,Wygrali gospodarze
3105,29 Lis 2014,15:30,14/15,Jagiellonia Białystok,0,0,Zawisza Bydgoszcz,1.9,3.25,3.8,Remis
3106,29 Lis 2014,15:30,14/15,Podbeskidzie B-B,1,0,Lechia Gdańsk,2.63,3,2.64,Wygrali gospodarze
3107,28 Lis 2014,20:30,14/15,Piast Gliwice,0,0,Wisła Kraków,2.8,3.13,2.38,Remis
3108,28 Lis 2014,18:00,14/15,Górnik Łęczna,3,0,Ruch Chorzów,2.28,3.13,2.97,Wygrali gospodarze
3109,24 Lis 2014,18:00,14/15,Cracovia,1,2,Górnik Zabrze,2.43,3.13,2.75,Wygrali goście
3110,23 Lis 2014,18:00,14/15,Piast Gliwice,3,2,Lech Poznań,3.82,3.18,1.92,Wygrali gospodarze
3111,23 Lis 2014,15:30,14/15,Lechia Gdańsk,1,1,Jagiellonia Białystok,2.08,3.18,3.38,Remis
3112,22 Lis 2014,18:00,14/15,Korona Kielce,2,2,Zawisza Bydgoszcz,2.08,3.18,3.33,Remis
3113,22 Lis 2014,15:30,14/15,Pogoń Szczecin,1,2,Podbeskidzie B-B,2.03,3.18,3.45,Wygrali goście
3114,22 Lis 2014,15:30,14/15,Wisła Kraków,2,0,Górnik Łęczna,1.83,3.35,3.97,Wygrali gospodarze
3115,21 Lis 2014,20:30,14/15,GKS Bełchatów,0,3,Legia Warszawa,3.77,3.25,1.9,Wygrali goście
3116,21 Lis 2014,18:00,14/15,Ruch Chorzów,1,0,Śląsk Wrocław,2.68,3.03,2.55,Wygrali gospodarze
3117,09 Lis 2014,18:00,14/15,Pogoń Szczecin,2,1,Legia Warszawa,3.67,3.25,1.94,Wygrali gospodarze
3118,09 Lis 2014,15:30,14/15,Ruch Chorzów,5,2,Jagiellonia Białystok,2.65,2.97,2.64,Wygrali gospodarze
3119,09 Lis 2014,15:30,14/15,Zawisza Bydgoszcz,1,2,Górnik Zabrze,2.6,3.03,2.65,Wygrali goście
3120,08 Lis 2014,20:30,14/15,Wisła Kraków,1,1,Śląsk Wrocław,2.4,3.1,2.78,Remis
3121,08 Lis 2014,18:00,14/15,GKS Bełchatów,1,1,Cracovia,2.13,3.15,3.25,Remis
3122,08 Lis 2014,15:30,14/15,Lechia Gdańsk,1,2,Korona Kielce,1.8,3.3,4.21,Wygrali goście
3123,07 Lis 2014,20:30,14/15,Lech Poznań,1,1,Podbeskidzie B-B,1.54,3.6,6.03,Remis
3124,07 Lis 2014,18:00,14/15,Piast Gliwice,0,0,Górnik Łęczna,2.36,3.1,2.84,Remis
3125,03 Lis 2014,20:30,14/15,Jagiellonia Białystok,0,1,GKS Bełchatów,1.92,3.23,3.73,Wygrali goście
3126,03 Lis 2014,18:00,14/15,Podbeskidzie B-B,2,4,Piast Gliwice,2.13,3.18,3.22,Wygrali goście
3127,02 Lis 2014,18:00,14/15,Legia Warszawa,2,1,Ruch Chorzów,1.36,4.4,7.91,Wygrali gospodarze
3128,02 Lis 2014,15:30,14/15,Cracovia,1,0,Zawisza Bydgoszcz,2.05,3.13,3.44,Wygrali gospodarze
3129,02 Lis 2014,15:30,14/15,Śląsk Wrocław,1,1,Lech Poznań,2.55,3.03,2.68,Remis
3130,02 Lis 2014,13:00,14/15,Górnik Zabrze,1,1,Pogoń Szczecin,2.29,3.1,2.96,Remis
3131,31 Paź 2014,20:30,14/15,Korona Kielce,3,2,Wisła Kraków,3.39,3.13,2.08,Wygrali gospodarze
3132,31 Paź 2014,18:00,14/15,Górnik Łęczna,1,1,Lechia Gdańsk,2.71,2.93,2.7,Remis
3133,27 Paź 2014,18:00,14/15,Ruch Chorzów,0,1,Korona Kielce,1.98,3.18,3.65,Wygrali goście
3134,26 Paź 2014,18:00,14/15,Zawisza Bydgoszcz,1,2,Legia Warszawa,4.56,3.4,1.73,Wygrali goście
3135,26 Paź 2014,15:30,14/15,Lech Poznań,1,0,Górnik Łęczna,1.5,3.68,6.62,Wygrali gospodarze
3136,25 Paź 2014,18:00,14/15,Pogoń Szczecin,2,1,Cracovia,2.08,3.18,3.33,Wygrali gospodarze
3137,25 Paź 2014,15:30,14/15,Lechia Gdańsk,1,4,Śląsk Wrocław,2.4,3.13,2.78,Wygrali goście
3138,25 Paź 2014,15:30,14/15,Piast Gliwice,0,2,Jagiellonia Białystok,2.78,3.13,2.4,Wygrali goście
3139,24 Paź 2014,20:30,14/15,Wisła Kraków,3,2,Podbeskidzie B-B,1.72,3.43,4.5,Wygrali gospodarze
3140,24 Paź 2014,18:00,14/15,GKS Bełchatów,1,0,Górnik Zabrze,2.4,3.13,2.77,Wygrali gospodarze
3141,20 Paź 2014,18:00,14/15,Zawisza Bydgoszcz,2,1,GKS Bełchatów,2.55,3.05,2.75,Wygrali gospodarze
3142,19 Paź 2014,18:00,14/15,Górnik Zabrze,0,5,Wisła Kraków,2.38,3.1,2.82,Wygrali goście
3143,19 Paź 2014,15:30,14/15,Korona Kielce,2,2,Lech Poznań,4.04,3.3,1.84,Remis
3144,18 Paź 2014,18:00,14/15,Jagiellonia Białystok,5,0,Pogoń Szczecin,2.38,3.1,2.84,Wygrali gospodarze
3145,18 Paź 2014,15:30,14/15,Podbeskidzie B-B,1,0,Górnik Łęczna,2.2,3.1,3.12,Wygrali gospodarze
3146,18 Paź 2014,15:30,14/15,Śląsk Wrocław,3,0,Piast Gliwice,1.82,3.3,4.06,Wygrali gospodarze
3147,17 Paź 2014,20:30,14/15,Legia Warszawa,1,0,Lechia Gdańsk,1.65,3.5,4.98,Wygrali gospodarze
3148,17 Paź 2014,18:00,14/15,Cracovia,1,0,Ruch Chorzów,2.3,3.15,2.91,Wygrali gospodarze
3149,05 Paź 2014,18:00,14/15,Lech Poznań,5,0,GKS Bełchatów,1.75,3.4,4.36,Wygrali gospodarze
3150,05 Paź 2014,15:30,14/15,Piast Gliwice,3,1,Legia Warszawa,4.87,3.45,1.67,Wygrali gospodarze
3151,05 Paź 2014,15:30,14/15,Pogoń Szczecin,3,0,Zawisza Bydgoszcz,1.89,3.28,3.86,Wygrali gospodarze
3152,04 Paź 2014,20:30,14/15,Ruch Chorzów,1,2,Górnik Zabrze,2.65,2.93,2.74,Wygrali goście
3153,04 Paź 2014,18:00,14/15,Lechia Gdańsk,1,0,Cracovia,1.81,3.3,4.16,Wygrali gospodarze
3154,04 Paź 2014,15:30,14/15,Górnik Łęczna,1,0,Korona Kielce,2.25,3.15,3,Wygrali gospodarze
3155,03 Paź 2014,20:30,14/15,Wisła Kraków,0,2,Jagiellonia Białystok,1.85,3.3,3.94,Wygrali goście
3156,03 Paź 2014,18:00,14/15,Podbeskidzie B-B,2,2,Śląsk Wrocław,2.69,2.95,2.68,Remis
3157,29 Wrz 2014,18:00,14/15,Jagiellonia Białystok,4,2,Podbeskidzie B-B,2.35,3.05,2.91,Wygrali gospodarze
3158,28 Wrz 2014,18:00,14/15,Cracovia,1,0,Wisła Kraków,2.95,3.1,2.3,Wygrali gospodarze
3159,28 Wrz 2014,15:30,14/15,Górnik Zabrze,2,2,Lechia Gdańsk,2.35,3.1,2.88,Remis
3160,27 Wrz 2014,20:30,14/15,Legia Warszawa,2,2,Lech Poznań,1.72,3.45,4.47,Remis
3161,27 Wrz 2014,18:00,14/15,GKS Bełchatów,1,0,Pogoń Szczecin,2.45,3.1,2.72,Wygrali gospodarze
3162,27 Wrz 2014,15:30,14/15,Zawisza Bydgoszcz,1,1,Ruch Chorzów,2.6,3,2.68,Remis
3163,26 Wrz 2014,20:30,14/15,Śląsk Wrocław,2,1,Górnik Łęczna,1.92,3.23,3.73,Wygrali gospodarze
3164,26 Wrz 2014,18:00,14/15,Korona Kielce,1,0,Piast Gliwice,2.48,3.08,2.75,Wygrali gospodarze
3165,22 Wrz 2014,18:00,14/15,Górnik Łęczna,0,0,Jagiellonia Białystok,2.32,3.13,2.92,Remis
3166,21 Wrz 2014,18:00,14/15,Wisła Kraków,0,3,Legia Warszawa,2.74,3.15,2.43,Wygrali goście
3167,21 Wrz 2014,15:30,14/15,Ruch Chorzów,0,1,GKS Bełchatów,2.38,3.13,2.8,Wygrali goście
3168,20 Wrz 2014,20:30,14/15,Lech Poznań,6,2,Zawisza Bydgoszcz,1.54,3.63,5.9,Wygrali gospodarze
3169,20 Wrz 2014,18:00,14/15,Podbeskidzie B-B,0,3,Górnik Zabrze,2.4,3.1,2.78,Wygrali goście
3170,20 Wrz 2014,15:30,14/15,Piast Gliwice,4,2,Cracovia,2.28,3.15,2.95,Wygrali gospodarze
3171,19 Wrz 2014,20:30,14/15,Lechia Gdańsk,0,1,Pogoń Szczecin,1.98,3.2,3.6,Wygrali goście
3172,19 Wrz 2014,18:00,14/15,Śląsk Wrocław,1,0,Korona Kielce,1.71,3.4,4.58,Wygrali gospodarze
3173,15 Wrz 2014,18:00,14/15,Korona Kielce,2,1,Podbeskidzie B-B,2.64,3.1,2.53,Wygrali gospodarze
3174,14 Wrz 2014,18:00,14/15,GKS Bełchatów,1,1,Lechia Gdańsk,2.74,3.03,2.53,Remis
3175,14 Wrz 2014,15:30,14/15,Górnik Zabrze,1,2,Piast Gliwice,1.82,3.33,4.14,Wygrali goście
3176,13 Wrz 2014,20:30,14/15,Legia Warszawa,4,3,Śląsk Wrocław,1.64,3.5,5.07,Wygrali gospodarze
3177,13 Wrz 2014,18:00,14/15,Jagiellonia Białystok,1,0,Lech Poznań,3.02,3.1,2.26,Wygrali gospodarze
3178,13 Wrz 2014,15:30,14/15,Cracovia,2,1,Górnik Łęczna,2.3,3.15,2.89,Wygrali gospodarze
3179,12 Wrz 2014,20:30,14/15,Pogoń Szczecin,1,1,Ruch Chorzów,2.22,3.15,3.03,Remis
3180,12 Wrz 2014,18:00,14/15,Zawisza Bydgoszcz,2,4,Wisła Kraków,2.89,3.1,2.33,Wygrali goście
3181,31 Sie 2014,18:00,14/15,Lech Poznań,1,1,Cracovia,1.5,3.73,6.22,Remis
3182,31 Sie 2014,15:30,14/15,Lechia Gdańsk,3,3,Ruch Chorzów,1.66,3.4,5.03,Remis
3183,31 Sie 2014,15:30,14/15,Podbeskidzie B-B,2,1,Legia Warszawa,4.97,3.48,1.65,Wygrali gospodarze
3184,30 Sie 2014,20:30,14/15,Korona Kielce,0,3,Jagiellonia Białystok,2.53,3.08,2.67,Wygrali goście
3185,30 Sie 2014,18:00,14/15,Śląsk Wrocław,2,0,Górnik Zabrze,2.3,3.15,2.91,Wygrali gospodarze
3186,30 Sie 2014,15:30,14/15,Górnik Łęczna,4,2,Pogoń Szczecin,2.58,3.08,2.61,Wygrali gospodarze
3187,29 Sie 2014,20:30,14/15,Wisła Kraków,1,0,GKS Bełchatów,1.84,3.28,4.01,Wygrali gospodarze
3188,29 Sie 2014,18:00,14/15,Piast Gliwice,3,0,Zawisza Bydgoszcz,2.63,2.97,2.64,Wygrali gospodarze
3189,25 Sie 2014,18:00,14/15,GKS Bełchatów,0,0,Piast Gliwice,1.95,3.2,3.68,Remis
3190,24 Sie 2014,18:00,14/15,Ruch Chorzów,0,0,Lech Poznań,3.33,3.18,2.1,Remis
3191,24 Sie 2014,15:30,14/15,Legia Warszawa,2,0,Korona Kielce,1.29,4.65,9.54,Wygrali gospodarze
3192,23 Sie 2014,20:30,14/15,Jagiellonia Białystok,1,3,Śląsk Wrocław,2.53,3.1,2.64,Wygrali goście
3193,23 Sie 2014,18:00,14/15,Górnik Zabrze,2,0,Górnik Łęczna,1.83,3.3,4.06,Wygrali gospodarze
3194,23 Sie 2014,15:30,14/15,Cracovia,1,3,Podbeskidzie B-B,2.3,3.13,2.93,Wygrali goście
3195,22 Sie 2014,20:30,14/15,Pogoń Szczecin,0,3,Wisła Kraków,2.3,3.13,2.92,Wygrali goście
3196,22 Sie 2014,18:00,14/15,Zawisza Bydgoszcz,0,2,Lechia Gdańsk,2.91,3.05,2.35,Wygrali goście
3197,18 Sie 2014,18:00,14/15,Podbeskidzie B-B,1,1,GKS Bełchatów,2.43,3.1,2.75,Remis
3198,17 Sie 2014,18:00,14/15,Wisła Kraków,3,1,Lechia Gdańsk,2.58,3.03,2.65,Wygrali gospodarze
3199,17 Sie 2014,15:30,14/15,Śląsk Wrocław,0,0,Cracovia,1.95,3.2,3.66,Remis
3200,16 Sie 2014,20:30,14/15,Lech Poznań,1,1,Pogoń Szczecin,1.88,3.25,3.91,Remis
3201,16 Sie 2014,18:00,14/15,Piast Gliwice,0,1,Ruch Chorzów,2.58,3.08,2.6,Wygrali goście
3202,16 Sie 2014,15:30,14/15,Górnik Łęczna,5,2,Zawisza Bydgoszcz,2.49,3.1,2.67,Wygrali gospodarze
3203,15 Sie 2014,20:30,14/15,Jagiellonia Białystok,0,3,Legia Warszawa,3.57,3.22,1.99,Wygrali goście
3204,15 Sie 2014,18:00,14/15,Korona Kielce,0,3,Górnik Zabrze,2.61,3.1,2.58,Wygrali goście
3205,11 Sie 2014,18:00,14/15,Pogoń Szczecin,0,0,Piast Gliwice,1.74,3.4,4.4,Remis
